PersonID,date,hSample,Q1,Q2,Q2r8oe,Q3,dmaDataZIP_CODEc1,dmaDataDMA_NAMEc1,dmaDataSTATE_CODEc1,dmaDataSTATE_ABVc1,dmaDataCOUNTY_CODEc1,dmaDataCOUNTY_NAMEc1,dmaDataCOUNTY_SIZEc1,dmaDataNMR_TERR_CODEc1,dmaDataDMA_RANKc1,dmaDataMETRO_INDICATORc1,region4,region9,STATE,DMA,Q4r1,Q4r2,Q4r3,Q4r4,Q4r5,Q4r5oe,Q5,Q6,Q7Ar1,Q7Ar2,Q7Ar3,Q7Ar4,Q7Ar5,Q7Ar6,Q7Ar7,Q7Ar8,Q7Ar9,Q7Ar10,Q7Ar11,Q7Ar12,Q7Ar13,Q7Ar14,Q7Ar15,Q7Ar15oe,Q7Br1,Q7Br2,Q7Br3,Q7Br4,Q7Br5,Q7Br6,Q7Br7,Q7Br8,Q7Br8oe,Q8r1,Q8r2,Q8r3,Q8r4,Q8r5,Q8r6,Q8r7,Q8r7oe,Q9,Q10r1,Q10r2,Q10r3,Q10r4,Q10r5,Q10r6,Q10r7,Q10r7oe,Q11,Q12,Q13,Q14r1,Q14r2,Q14r3,Q14r4,Q14r5,Q14r6,Q14r6oe,Q15,Q16,Q17r1,Q17r2,Q17r3,Q17r4,Q17r5,Q17r6,Q17r7,Q17r8,Q17r9,Q17r10,Q17r11,Q17r12,Q17r13,Q17r14,Q17r15,Q17r16,Q18,Q18r4oe,Q19,Q20,Q21r1,Q21r2,Q21r3,Q21r4,Q21r5,Q21r6,Q21r7,Q21r6oe,Q22r1,Q22r2,Q22r3,Q22r4,Q22r5,Q22r6,Q22r6oe,Q23r1,Q23r2,Q23r3,Q23r4,Q23r5,Q23r6,Q23r7,Q23r8,Q23r9,Q23r10,Q23r11,Q23r12,Q23r12oe,Q24r1,Q24r2,Q24r3,Q24r4,Q24r5,Q24r6,Q24r7,Q24ar1,Q24ar2,Q24ar3,Q24ar4,Q24ar5,Q24ar6,Q24ar7,Q24br1c1,Q24br1c2,Q24br1c3,Q24br1c4,Q24br1c5,Q24br1c6,Q24br1c7,Q24br2c1,Q24br2c2,Q24br2c3,Q24br2c4,Q24br2c5,Q24br2c6,Q24br2c7,Q24br3c1,Q24br3c2,Q24br3c3,Q24br3c4,Q24br3c5,Q24br3c6,Q24br3c7,Q24br4c1,Q24br4c2,Q24br4c3,Q24br4c4,Q24br4c5,Q24br4c6,Q24br4c7,Q24br5c1,Q24br5c2,Q24br5c3,Q24br5c4,Q24br5c5,Q24br5c6,Q24br5c7,Q24br6c1,Q24br6c2,Q24br6c3,Q24br6c4,Q24br6c5,Q24br6c6,Q24br6c7,Q24br7c1,Q24br7c2,Q24br7c3,Q24br7c4,Q24br7c5,Q24br7c6,Q24br7c7,Q24bOtherr1,Q24bOtherr2,Q24bOtherr3,Q24bOtherr4,Q24bOtherr5,Q24bOtherr6,Q24bOtherr7,Q25r1,Q25r2,Q25r3,Q25r4,Q25r5,Q25r6,Q25r7,Q25a,Q25b,Q25c,Q26r1,Q26r2,Q26r3,Q26r4,Q26r5,Q26r6,Q26r7,Q26r8,Q27r1,Q27r2,Q27r3,Q27r4,Q27r5,Q27r6,Q27r7,Q28r1,Q28r2,Q28r3,Q28r4,Q28r5,Q28r6,Q28r7,Q29r1,Q29r2,Q29r3,Q29r4,Q29r5,Q29r6,Q29r7,Q29r8,Q29r9,Q29r10,Q29r11,Q29r12,Q29r13,Q29r14,Q29r15,Q29ar1,Q29ar2,Q29ar3,Q30r1,Q30r2,Q31,Q32r1,Q33r1,Q33r2,Q33r3,Q33r4,Q33r5,Q33r6,Q33r6oe,vlist,qtime,vos,vosr15oe,vbrowser,vbrowserr15oe,vmobiledevice,vmobileos,start_date,vdropout,vrncurqid,source,ipAddress,decLang,list,userAgent
46,3/14/2017 15:25,RN Sample,Physician,Other (Please specify),Emergency,43460,43460,TOLEDO,34,OH,173,WOOD,7,2,77,M,Midwest,ENC,Ohio,"547 Toledo, OH",1,1,1,1,0,,10-14,Decreased,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,1,0,,0,0,0,0,0,1,0,,Yes,,,,,,,,,Yes,More than 10 years,Decreased,0,1,1,0,0,0,,Sometimes,3,3,1,3,4,4,1,3,4,5,3,4,3,1,3,4,5,"By you and other medical professionals in your practice (physicians, nurses, nurse practitioners, physician assistants, etc.)",,Yes,New services available,0,0,0,1,0,0,0,,1,1,0,0,0,0,,0,0,1,1,0,0,0,0,0,0,0,0,,Not Familiar,Not Familiar,Not Familiar,Not Familiar,Not Familiar,Somewhat Familiar,Not Familiar,,,,,,I have not referred any Patients,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,Vascular surgeons,Yes,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,5,0,0,1,0,0,0,,MMR (list=2),411.2163305,iPhone/iPad,,Safari,,Tablet,iOS,3/14/2017 15:18,,Q26,,172.1.31.182,,2,"Mozilla/5.0 (iPad; CPU OS 10_2_1 like Mac OS X) AppleWebKit/602.4.6 (KHTML, like Gecko) Version/10.0 Mobile/14D27 Safari/602.1"
47,3/16/2017 19:37,RN Sample,Physician,Internal Medicine,,10457,10457,NEW YORK,31,NY,5,BRONX,6,1,1,M,Northeast,MA,New York,"501 New York, NY",1,1,1,1,0,,25 or more,Increased,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,,0,0,1,0,0,1,0,0,,0,0,1,1,1,0,0,,Yes,,,,,,,,,Yes,More than 10 years,Remained the same,0,1,1,0,0,0,,Always,2,3,1,3,3,4,5,4,4,5,4,4,5,5,3,3,5,By you alone,,No,,0,1,0,1,0,0,0,,1,0,0,0,0,0,,0,1,1,0,0,0,0,0,0,0,0,0,,Somewhat Familiar,Familiar,Familiar,Not Familiar,Not Familiar,Not Familiar,Familiar,I have not referred any Patients,3 - 4 Patients/Month,1 - 2 Patients/Month,,,,I have not referred any Patients,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,advertising,advertising,advertising,,,,,,3,3,,,,,local private vascular surgeons,Yes,,0,0,0,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,15,0,1,1,0,0,0,,MMR (list=2),5269.213297,Windows 10,,Chrome,,Desktop,Other/Desktop,3/16/2017 18:09,,Q33,,98.113.233.68,,2,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
48,3/16/2017 11:00,RN Sample,Physician,Internal Medicine,,11203,11203,NEW YORK,31,NY,47,KINGS,6,1,1,M,Northeast,MA,New York,"501 New York, NY",1,1,1,1,0,,25 or more,Increased,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,1,0,0,1,0,0,0,0,,1,1,1,1,1,1,0,,Yes,,,,,,,,,Yes,More than 10 years,Increased,0,1,1,0,0,0,,Sometimes,2,4,3,3,5,5,5,4,5,3,4,5,4,5,3,4,4,By you alone,,Yes,More likely to refer patients for procedures at independent facilities,1,1,0,0,1,0,0,,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,1,0,0,,Not Familiar,Not Familiar,Not Familiar,Not Familiar,Not Familiar,Not Familiar,Somewhat Familiar,,,,,,,I have not referred any Patients,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,,,,,,,,,,,,,,,I am not familiar with any other vein centers.,Yes,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,25,0,0,1,0,0,0,,MMR (list=2),456.6378801,iPhone/iPad,,Safari,,Smartphone,iOS,3/16/2017 10:52,,iEnd,,166.137.252.53,,2,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_2_1 like Mac OS X) AppleWebKit/602.4.6 (KHTML, like Gecko) Version/10.0 Mobile/14D27 Safari/602.1"
49,3/16/2017 14:43,RN Sample,Physician,Internal Medicine,,20008,20008,"WASHINGTON, DC (HAGRSTWN)",8,DC,1,DIS OF COL,6,1,7,M,South,SA,District of Columbia,"511 Washington, DC (Hagerstown, MD)",1,1,1,1,0,,20-24,Increased,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,,0,0,1,0,0,0,0,,Yes,,,,,,,,,Yes,6-10 years,Increased,0,0,1,0,0,0,,Sometimes,2,3,3,4,4,4,4,3,3,4,4,4,4,3,3,3,3,By you alone,,Yes,Now using vein specilaists,0,0,0,1,0,0,0,,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,0,0,,Familiar,Familiar,Somewhat Familiar,Somewhat Familiar,Not Familiar,Not Familiar,Familiar,5+ Patients/Month,1 - 2 Patients/Month,1 - 2 Patients/Month,I have not referred any Patients,,,I have not referred any Patients,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,0,1,0,0,0,0,0,,,,,,,,5,3,3,,,,,None,No,Yes,1,0,0,0,,,0,0,Once every 2-3 months,,,,,,,Somewhat valuable,,,,,,,4,4,4,3,3,3,3,4,3,3,3,4,3,4,4,YES,NO,YES,4,3,15,70,1,0,0,0,0,0,,MMR (list=2),260.9045629,iPhone/iPad,,Safari,,Smartphone,iOS,3/16/2017 14:39,,iEnd,,68.33.74.137,,2,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_2_1 like Mac OS X) AppleWebKit/602.4.6 (KHTML, like Gecko) Version/10.0 Mobile/14D27 Safari/602.1"
50,3/16/2017 19:54,RN Sample,Physician,"Primary Care (GP, FP, IM)",,19030,19030,PHILADELPHIA,37,PA,17,BUCKS,6,1,4,M,Northeast,MA,Pennsylvania,"504 Philadelphia, PA",1,1,1,1,0,,15-19,Increased,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,0,0,1,0,0,1,0,0,,1,1,1,0,0,0,0,,Yes,,,,,,,,,No,More than 10 years,Increased,1,0,0,0,0,0,,Sometimes,2,3,2,2,2,3,2,3,2,3,1,3,2,2,1,1,2,By you alone,,Yes,send more patients to a vascular doctor at a nearby hospital,0,0,0,0,0,0,1,,,,,,,,,1,0,0,1,0,0,0,0,0,0,0,0,,Not Familiar,Not Familiar,Not Familiar,Not Familiar,Not Familiar,Not Familiar,Not Familiar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,Yes,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,3,0,1,0,0,0,0,,MMR (list=2),375.553297,Mac OS X or older,,Chrome,,Desktop,Other/Desktop,3/16/2017 19:48,,iEnd,,108.52.170.4,,2,"Mozilla/5.0 (X11; CrOS x86_64 9000.91.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.110 Safari/537.36"
51,3/16/2017 20:37,RN Sample,Physician,"Primary Care (GP, FP, IM)",,47710,47710,EVANSVILLE,13,IN,163,VANDERBURGH,7,2,103,M,Midwest,ENC,Indiana,"649 Evansville, IN",1,1,0,1,0,,1-4,Increased,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,1,1,0,1,1,0,0,,Yes,,,,,,,,,Yes,6-10 years,Increased,1,0,1,0,0,0,,Sometimes,3,4,1,4,5,4,5,3,4,5,5,5,4,5,2,5,5,By you alone,,No,,0,0,0,0,0,0,1,,,,,,,,,0,0,1,0,0,0,0,0,0,0,1,0,,Very Familiar,Somewhat Familiar,Not Familiar,Not Familiar,Somewhat Familiar,Somewhat Familiar,Not Familiar,1 - 2 Patients/Month,I have not referred any Patients,,,I have not referred any Patients,I have not referred any Patients,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,,,,,,,,Advertising,,,Advertising,Meeting,,4,,,,,,,Local centers/surgeons,Yes,,0,0,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,5,1,0,0,0,0,0,,MMR (list=2),836.8545542,iPhone/iPad,,Safari,,Smartphone,iOS,3/16/2017 20:23,,iEnd,,107.137.77.168,,2,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_2_1 like Mac OS X) AppleWebKit/602.4.6 (KHTML, like Gecko) Version/10.0 Mobile/14D27 Safari/602.1"
52,3/16/2017 18:26,RN Sample,Physician,Other (Please specify),plastic surgery,46032,46032,INDIANAPOLIS,13,IN,57,HAMILTON,7,2,27,M,Midwest,ENC,Indiana,"527 Indianapolis, IN",1,1,0,1,0,,1-4,Remained the same,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,1,0,0,,1,1,0,0,0,0,0,,Yes,,,,,,,,,Yes,More than 10 years,Remained the same,1,1,1,0,0,0,,Sometimes,2,3,2,3,4,4,4,3,4,3,4,5,3,4,2,2,5,By you alone,,No,,0,0,0,0,0,0,1,,,,,,,,,1,0,0,0,0,0,0,0,0,1,0,0,,Not Familiar,Familiar,Not Familiar,Not Familiar,Not Familiar,Familiar,Somewhat Familiar,,I have not referred any Patients,,,,I have not referred any Patients,I have not referred any Patients,,,,,,,,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,familiar with name only,,,,,,,,Vein Solutions,Yes,,,0,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,2,1,0,0,0,0,0,,MMR (list=2),465.9589882,Mac OS X or older,,Firefox,,Desktop,Other/Desktop,3/16/2017 18:18,,iEnd,,68.104.198.132,,2,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.11; rv:52.0) Gecko/20100101 Firefox/52.0
53,3/16/2017 18:04,RN Sample,Physician,Internal Medicine,,11021,11021,NEW YORK,31,NY,59,NASSAU,6,1,1,M,Northeast,MA,New York,"501 New York, NY",1,1,1,1,0,,20-24,Increased,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,,1,1,1,1,0,0,0,,Yes,,,,,,,,,No,More than 10 years,Increased,0,0,1,0,0,0,,Sometimes,2,5,4,5,5,4,4,4,5,5,4,4,4,3,4,3,5,By you alone,,No,,1,1,0,1,0,0,0,,1,0,0,0,0,0,,0,0,0,1,1,0,0,0,0,0,0,0,,Somewhat Familiar,Not Familiar,Somewhat Familiar,Not Familiar,Not Familiar,Familiar,Not Familiar,I have not referred any Patients,,1 - 2 Patients/Month,,,3 - 4 Patients/Month,,0,0,0,0,0,1,0,,,,,,,,0,0,0,0,0,1,0,,,,,,,,,,,,,,,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,4,,,4,,,Yes,,0,,0,,,1,,0,,,,,,Less than once every 3 months,,,,,,,Somewhat valuable,,3,4,2,3,4,3,4,3,4,4,4,4,4,3,3,NO,YES,NO,4,3,23,30,0,1,0,0,0,0,,MMR (list=2),271.4971786,Windows 7,,MSIE 11,,Desktop,Other/Desktop,3/16/2017 18:00,,iEnd,,216.165.126.19,,2,Mozilla/5.0 (Windows NT 6.1; Trident/7.0; rv:11.0) like Gecko
54,3/16/2017 23:34,RN Sample,Physician,Internal Medicine,,11021,11021,NEW YORK,31,NY,59,NASSAU,6,1,1,M,Northeast,MA,New York,"501 New York, NY",0,1,1,1,0,,25 or more,Increased,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,1,0,0,1,0,,1,1,1,1,1,1,0,,Yes,,,,,,,,,No,More than 10 years,Increased,0,0,1,0,0,0,,Sometimes,3,5,5,4,4,4,5,5,4,4,5,4,4,5,5,5,4,By you alone,,No,,0,0,0,0,0,0,1,,,,,,,,,0,0,0,0,0,0,0,0,1,0,1,0,,Not Familiar,Not Familiar,Not Familiar,Not Familiar,Not Familiar,Not Familiar,Not Familiar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,Yes,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,5,0,1,0,0,0,0,,MMR (list=2),215.3481538,iPhone/iPad,,Safari,,Tablet,iOS,3/16/2017 23:30,,iEnd,,184.182.7.219,,2,"Mozilla/5.0 (iPad; CPU OS 9_3_5 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13G36 Safari/601.1"
55,3/16/2017 18:29,RN Sample,Physician,Wound Care,,19006,19006,PHILADELPHIA,37,PA,17,BUCKS,6,1,4,M,Northeast,MA,Pennsylvania,"504 Philadelphia, PA",1,1,1,1,0,,25 or more,Increased,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,,1,1,1,1,1,1,0,,No,0,0,0,0,0,0,1,I do the procedures myself,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Familiar,Familiar,Familiar,Not Familiar,Not Familiar,Not Familiar,Not Familiar,,I have not referred any Patients,I have not referred any Patients,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I have heard about them from patients,I have heard about them from patients,,,,,,,,,,,,none,Yes,,,0,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,60,1,0,0,0,1,0,,MMR (list=2),265.8977492,Windows 8,,Chrome,,Desktop,Other/Desktop,3/16/2017 18:24,,iEnd,,108.2.111.217,,2,"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
56,3/16/2017 22:01,RN Sample,Physician,Internal Medicine,,11791,11791,NEW YORK,31,NY,59,NASSAU,6,1,1,M,Northeast,MA,New York,"501 New York, NY",1,1,1,1,0,,10-14,Remained the same,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,,1,1,1,0,1,1,0,,Yes,,,,,,,,,Yes,More than 10 years,Remained the same,1,0,1,0,0,0,,Always,3,5,5,5,5,5,5,5,4,5,5,5,5,4,5,3,5,By you alone,,No,,0,1,1,0,0,0,0,,1,0,0,1,0,0,,0,0,1,0,0,0,0,0,0,0,1,0,,Familiar,Not Familiar,Familiar,Not Familiar,Familiar,Not Familiar,Not Familiar,1 - 2 Patients/Month,,1 - 2 Patients/Month,,1 - 2 Patients/Month,,,0,1,1,1,0,1,0,,,,,,,,1,1,1,1,1,0,0,,,,,,,,1,1,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,4,,4,,3,,,None,Yes,,0,,0,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,3,0,1,1,0,0,0,,MMR (list=2),485.1565168,iPhone/iPad,,Safari,,Smartphone,iOS,3/16/2017 21:53,,iEnd,,174.44.35.158,,2,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_2_1 like Mac OS X) AppleWebKit/602.4.6 (KHTML, like Gecko) Version/10.0 Mobile/14D27 Safari/602.1"
57,3/14/2017 4:20,RN Sample,Physician,Wound Care,,10022,10022,NEW YORK,31,NY,61,NEW YORK,6,1,1,M,Northeast,MA,New York,"501 New York, NY",1,1,0,1,0,,15-19,Increased,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,1,0,0,,1,1,1,1,1,0,0,,Yes,,,,,,,,,Yes,6-10 years,Increased,0,0,1,0,0,0,,Always,4,4,3,5,5,5,5,5,4,5,5,5,5,3,3,4,4,By you alone,,No,,0,0,0,0,1,0,0,,1,0,0,0,0,0,,0,0,0,0,1,0,0,1,0,0,0,0,,Not Familiar,Very Familiar,Not Familiar,Not Familiar,Not Familiar,Very Familiar,Familiar,,I have not referred any Patients,,,,1 - 2 Patients/Month,I have not referred any Patients,,,,,,,,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,5,,New York hospital queens vein center,Yes,,,0,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,40,0,0,0,0,1,0,,MMR (list=2),420.2061062,iPhone/iPad,,Safari,,Smartphone,iOS,3/14/2017 4:13,,iEnd,,74.72.229.12,,2,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_2_1 like Mac OS X) AppleWebKit/602.4.6 (KHTML, like Gecko) Version/10.0 Mobile/14D27 Safari/602.1"
58,3/16/2017 20:56,RN Sample,Physician,Wound Care,,20422,20422,"WASHINGTON, DC (HAGRSTWN)",8,DC,1,DIS OF COL,6,1,7,M,South,SA,District of Columbia,"511 Washington, DC (Hagerstown, MD)",1,1,0,0,0,,10-14,Remained the same,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,1,0,0,,1,1,0,1,1,1,0,,Yes,,,,,,,,,No,3-5 years,Remained the same,0,1,0,0,0,0,,Sometimes,2,5,1,4,4,4,4,4,3,5,4,3,4,3,2,4,5,"By you and other medical professionals in your practice (physicians, nurses, nurse practitioners, physician assistants, etc.)",,No,,0,0,0,1,0,0,0,,1,0,0,0,0,0,,0,0,0,1,0,0,0,0,1,0,0,0,,Somewhat Familiar,Somewhat Familiar,Not Familiar,Somewhat Familiar,Familiar,Familiar,Not Familiar,I have not referred any Patients,I have not referred any Patients,,I have not referred any Patients,1 - 2 Patients/Month,I have not referred any Patients,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,,,,,,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,,,,,,,,Did not refer,Did not refer,,,,Did not refer,,,,,,4,,,,Yes,,0,0,,0,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,60,0,0,1,0,0,0,,MMR (list=2),353.2520709,iPhone/iPad,,Safari,,Smartphone,iOS,3/16/2017 20:51,,iEnd,,73.135.72.198,,2,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_2_1 like Mac OS X) AppleWebKit/602.4.6 (KHTML, like Gecko) Version/10.0 Mobile/14D27 Safari/602.1"
59,3/16/2017 19:11,RN Sample,Physician,Dermatology,,19096,19096,PHILADELPHIA,37,PA,45,DELAWARE,6,1,4,M,Northeast,MA,Pennsylvania,"504 Philadelphia, PA",1,1,0,0,0,,15-19,Increased,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,0,0,1,0,0,0,0,0,,0,1,0,0,0,0,0,,Yes,,,,,,,,,Yes,6-10 years,Increased,1,1,1,0,0,0,,Always,2,5,3,5,5,4,5,5,5,5,5,5,5,5,3,3,5,By you alone,,No,,1,0,0,1,1,0,0,,1,0,0,0,0,0,,1,0,0,0,0,0,0,1,0,0,0,0,,Somewhat Familiar,Very Familiar,Very Familiar,Not Familiar,Not Familiar,Not Familiar,Not Familiar,I have not referred any Patients,1 - 2 Patients/Month,1 - 2 Patients/Month,,,,,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,,,,,,No,I do not want too many referral centers,0,1,0,,,,,0,,Once every 2-3 months,,,,,,,Somewhat valuable,,,,,,3,4,3,Describe them very well5,4,4,Describe them very well5,Describe them very well5,4,Describe them very well5,Describe them very well5,3,Describe them very well5,4,2,NO,YES,NO,4,2,16,10,0,1,0,0,0,0,,MMR (list=2),545.1715348,Mac OS X or older,,Safari,,Desktop,Other/Desktop,3/16/2017 19:02,,Q28,,173.62.169.162,,2,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0.3 Safari/602.4.8"
60,3/16/2017 13:34,RN Sample,Physician,"Primary Care (GP, FP, IM)",,18940,18940,PHILADELPHIA,37,PA,17,BUCKS,6,1,4,M,Northeast,MA,Pennsylvania,"504 Philadelphia, PA",1,1,1,1,0,,5-9,Increased,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,,1,0,0,1,0,0,0,0,,1,1,1,1,1,1,0,,Yes,,,,,,,,,No,More than 10 years,Increased,1,0,1,0,0,0,,Sometimes,2,4,3,3,4,4,5,4,3,3,4,4,4,5,2,2,4,By you alone,,Yes,"I have met vascular surgeons who appealed to me to send them patients, so I did",0,1,0,0,0,0,0,,1,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,1,get better insurance coverage for their procedures,Not Familiar,Familiar,Not Familiar,Not Familiar,Not Familiar,Not Familiar,Not Familiar,,1 - 2 Patients/Month,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,Various local surgeons,Yes,,,1,,,,,,0,,Less than once every 3 months,,,,,,,Somewhat valuable,,,,,,3,4,3,4,Describe them very well5,3,4,3,4,4,3,4,4,4,3,NO,NO,YES,4,4,21,1,0,1,0,0,0,0,,MMR (list=2),2324.232839,Windows 7,,MSIE 11,,Desktop,Other/Desktop,3/16/2017 12:55,,iEnd,,75.151.133.174,,2,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
61,3/16/2017 12:49,RN Sample,Physician,Internal Medicine,,23221,23221,RICHMOND-PETERSBURG,45,VA,760,RICHMOND-IND,7,4,56,M,South,SA,Virginia,"556 Richmond-Petersburg, VA",1,1,1,1,0,,1-4,Remained the same,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,1,0,0,0,1,0,0,0,,1,1,0,1,0,1,0,,Yes,,,,,,,,,No,3-5 years,Increased,0,0,1,0,0,0,,Sometimes,2,5,3,4,4,4,5,4,5,4,5,5,4,4,4,4,4,"By you and other medical professionals in your practice (physicians, nurses, nurse practitioners, physician assistants, etc.)",,No,,0,0,0,0,0,0,1,,,,,,,,,0,0,0,0,0,0,0,1,0,1,0,0,,Not Familiar,Somewhat Familiar,Somewhat Familiar,Not Familiar,Familiar,Not Familiar,Not Familiar,,I have not referred any Patients,I have not referred any Patients,,I have not referred any Patients,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,,,,,,,,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,Yes,,,0,0,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,8,0,0,1,0,1,0,,MMR (list=2),847.5855412,iPhone/iPad,,Safari,,Smartphone,iOS,3/16/2017 12:35,,iEnd,,199.87.130.133,,2,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_2_1 like Mac OS X) AppleWebKit/602.4.6 (KHTML, like Gecko) Version/10.0 Mobile/14D27 Safari/602.1"
